write_request_timeout_in_ms,read_request_timeout_in_ms,commitlog_total_space_in_mb,key_cache_size_in_mb,commitlog_segment_size_in_mb,dynamic_snitch_badness_threshold,index_summary_capacity_in_mb,key_cache_save_period,file_cache_size_in_mb,thrift_framed_transport_size_in_mb,memtable_heap_space_in_mb,concurrent_writes,index_summary_resize_interval_in_minutes,commitlog_sync_period_in_ms,range_request_timeout_in_ms,rpc_min_threads,batch_size_warn_threshold_in_kb,concurrent_reads,column_index_size_in_kb,dynamic_snitch_update_interval_in_ms,memtable_flush_writers,request_timeout_in_ms,cas_contention_timeout_in_ms,permissions_validity_in_ms,rpc_max_threads,truncate_request_timeout_in_ms,stream_throughput_outbound_megabits_per_sec,memtable_offheap_space_in_mb,PERF
250000,114400,200,4101,2024,0,100,888,250,2,7754,3800,60,250000,250000,1000,100000,2000,64,25000,28,1000,21251,1600,1048,2000,8000,15000,1211.97430614
20,38930,3392,1264,30,1,5278,804,2367,25,80,20,2,2200,2000,10,5,31,5515,100,12,5126,1525,6730,1610,28288,100,200,1270.00254001
114784,20,200,290,2024,0,100,837,250,2,3741,3800,60,250000,236777,367,26065,2000,64,14847,27,1000,8958,1600,1048,2000,5899,15000,1283.03823454
20,15858,2147,817,30,1,8608,801,4849,27,80,20,2,2200,2000,10,5,31,6413,100,11,6284,900,6953,1722,28047,100,200,1272.10278591
20,11941,2002,869,30,1,8001,798,4864,22,364,20,2,2200,2000,10,5,31,6031,100,7,4584,900,5770,1751,27107,100,200,1216.69302835
88346,3906,768,100,1465,0,100,10,2520,25,80,3781,60,129007,24063,1000,5,1690,14114,100,11,1437,12985,1600,1262,7103,100,200,1205.69086086
85062,4369,940,100,1234,0,100,10,2633,22,80,3245,60,123439,34174,1000,5,1410,13045,100,5,1403,11169,1600,1349,7589,100,200,1265.50240445
38449,9317,957,211,791,0.20814472624585564,308,10,1608,21,80,1618,43,50402,18490,820,5,759,9336,100,11,1978,5809,1830,1190,15059,100,745,1248.59533025
65407,8112,972,100,919,0.0552284967367305,100,10,1550,20,80,1983,52,91042,2000,1000,5,905,10114,100,8,1785,9865,1600,1081,16438,100,464,1230.61777012
113879,5940,1159,100,938,0,100,10,2142,19,80,2081,60,155790,2000,1000,190,861,15894,100,2,1953,15192,2228,1048,17514,100,200,1287.83000644
3462,19509,2269,324,119,0.8792655677291562,100,671,2152,15,2098,20,2,2200,16089,50,5,31,1679,100,10,5445,963,1600,1247,31959,832,200,1266.62444585
4107,35752,5448,899,30,1,100,675,4056,12,4399,20,2,2200,29506,120,5,31,64,100,5,11973,2791,1600,1150,59877,1865,200,1294.66597618
49,34966,1876,825,152,0.6940302089428947,100,673,1280,16,1642,20,2,2200,27171,32,5,31,1920,376,16,4085,1965,1600,1104,28221,100,200,1206.27261761
3410,27559,3407,416,57,1,100,672,2634,14,2720,20,2,2200,20640,72,5,31,745,100,8,7620,1218,1600,1205,40628,1182,200,1264.06269751
1010,30565,2017,740,138,0.7763747812462897,100,672,1583,16,1847,20,2,2200,24619,39,5,31,1770,100,14,4565,1855,1600,1141,29928,288,200,1243.00807955
842,8544,2232,1026,45,0.359340022714942,1431,671,2117,10,1941,657,13,44354,20316,10,2092,942,4254,100,15,1000,2299,2328,1392,18839,365,200,1280.57369702
675,8579,2024,1012,58,0.359782512738307,1395,672,2076,11,1905,630,14,41904,20721,10,1916,879,4149,100,15,1000,2111,2294,1396,17784,405,200,1294.83361388
1371,7656,2898,1076,30,0.3650076399777008,1559,671,2272,9,2121,791,12,53071,17932,10,2729,1144,4635,100,17,1000,3047,2574,1367,22641,186,200,1241.31082423
1693,7283,3258,1099,30,0.37271965153260717,1617,671,2342,9,2148,824,11,57355,17020,10,2949,1246,4832,100,17,1009,3395,2666,1354,24719,122,200,1241.61907127
660,8620,1981,981,61,0.3544635575825982,1364,672,2054,11,1908,623,14,41326,21042,10,1899,855,4120,100,14,1000,2066,2269,1397,17354,425,200,1282.70908158
20,20,1776,100,30,0.03657710458464539,100,668,2106,22,982,597,57,2200,56115,91,5,1592,4876,727,25,1000,900,1600,1048,16526,100,2794,1266.46403242
20,20,2579,100,118,0.18237474440024132,327,669,2150,18,1085,179,46,2200,31754,71,2627,931,4287,1036,15,1149,2591,2223,1048,23045,100,437,1274.20998981
20,20,2588,100,120,0.18413553936984667,349,669,2150,18,1086,174,46,2200,31460,71,2692,923,4280,1039,14,1190,2630,2274,1048,23124,100,408,1201.48984741
20,20,2313,100,72,0.13415760852706593,100,669,2135,19,1051,318,49,2200,39811,77,858,1150,4482,934,18,1000,1514,1600,1048,20889,100,1216,1275.51020408
20,20,2670,100,134,0.19899426216080657,533,669,2154,18,1097,132,45,5935,28977,69,3237,856,4220,1071,13,1536,2962,2708,1075,23788,100,200,1288.49375081
20,33583,723,100,30,1,351,675,435,11,656,20,2,86285,2000,10,18614,178,3291,5491,11,1000,961,16586,1219,64933,100,5856,1282.54456842
96453,20,7860,100,1052,0,8255,643,250,28,5456,3291,60,2200,153406,1000,5,586,2634,100,28,24147,23929,1600,1048,2000,8000,200,1218.47203607
20,34071,200,100,30,1,933,679,670,8,80,20,2,136443,2000,10,29927,97,3393,8255,2,1000,900,25000,1460,103260,100,8766,1228.5012285
20,20,200,310,30,1,10405,685,250,6,80,20,2,138792,2000,10,29789,31,3759,8044,2,1000,900,22946,1824,110184,100,6289,1274.85976543
164619,4195,12101,100,1657,0,7893,618,250,28,9206,3800,60,2200,233672,1000,5,949,1562,100,28,25000,25000,1600,1048,2000,8000,200,1291.15558425
