write_request_timeout_in_ms,read_request_timeout_in_ms,commitlog_total_space_in_mb,key_cache_size_in_mb,commitlog_segment_size_in_mb,dynamic_snitch_badness_threshold,index_summary_capacity_in_mb,key_cache_save_period,file_cache_size_in_mb,thrift_framed_transport_size_in_mb,memtable_heap_space_in_mb,concurrent_writes,index_summary_resize_interval_in_minutes,commitlog_sync_period_in_ms,range_request_timeout_in_ms,rpc_min_threads,batch_size_warn_threshold_in_kb,concurrent_reads,column_index_size_in_kb,dynamic_snitch_update_interval_in_ms,memtable_flush_writers,request_timeout_in_ms,cas_contention_timeout_in_ms,permissions_validity_in_ms,rpc_max_threads,truncate_request_timeout_in_ms,stream_throughput_outbound_megabits_per_sec,memtable_offheap_space_in_mb,PERF
13081,12959,658,600,284,0.8927469551326449,100,1844,673,18,1104,235,39,41983,17855,232,5,288,3447,3550,2,2390,1185,2883,1048,46472,684,753,1274.85976543
7976,8378,671,756,290,0.7712999208070359,100,1928,872,17,870,163,55,30790,12979,258,5,304,3303,2915,2,2016,900,4036,1048,49429,669,1245,1264.06269751
10792,11117,699,711,265,0.729057442270894,100,1673,852,18,940,168,51,30785,14877,238,5,282,3284,2835,2,2019,900,3886,1048,45408,648,1163,1282.70908158
17310,17518,742,596,212,0.6791662802407681,433,1111,761,18,1142,198,37,32176,20095,181,5,244,3206,2845,3,2099,1881,3348,1048,35292,606,791,1204.81927711
9690,9689,651,681,302,0.8693654207639931,100,2038,764,18,971,203,48,38371,14750,260,5,302,3440,3347,2,2255,900,3391,1048,50622,692,1035,1277.62872109
9223,9498,658,717,291,0.8187540190206183,100,1914,811,17,942,187,49,34154,14453,249,5,304,3327,3138,2,2138,900,3686,1048,48446,675,1062,1277.13920817
20,20,549,831,409,1,100,3171,836,17,679,179,60,41116,6672,358,5,377,3646,3668,2,2281,900,3908,1048,69617,787,1490,1256.59713496
11731,11874,689,684,267,0.7674449781563107,100,1673,808,18,991,186,47,33533,15872,234,5,282,3314,3006,2,2116,900,3620,1048,44997,653,1042,1268.06999746
12434,12097,675,641,283,0.8440774946373747,100,1832,744,18,1035,209,44,39164,16341,247,5,282,3457,3313,2,2281,900,3209,1048,47701,675,985,1227.1444349
5377,5675,636,765,328,0.8577888367709195,100,2328,851,18,820,170,58,35196,11156,293,5,322,3450,3177,2,2126,900,3918,1048,56188,708,1333,1262.1481762
20,71893,369,2435,1266,1,100,2923,250,8,802,471,60,137877,2540,784,41432,110,2312,3593,2,2617,12095,1600,1231,65330,100,200,1268.87450831
5892,53784,621,1686,804,1,100,1691,250,12,1054,379,60,80411,5435,548,23383,132,2722,2780,2,2681,8489,1600,1202,46328,225,200,1230.31496063
