write_request_timeout_in_ms,read_request_timeout_in_ms,commitlog_total_space_in_mb,key_cache_size_in_mb,commitlog_segment_size_in_mb,dynamic_snitch_badness_threshold,index_summary_capacity_in_mb,key_cache_save_period,file_cache_size_in_mb,thrift_framed_transport_size_in_mb,memtable_heap_space_in_mb,concurrent_writes,index_summary_resize_interval_in_minutes,commitlog_sync_period_in_ms,range_request_timeout_in_ms,rpc_min_threads,batch_size_warn_threshold_in_kb,concurrent_reads,column_index_size_in_kb,dynamic_snitch_update_interval_in_ms,memtable_flush_writers,request_timeout_in_ms,cas_contention_timeout_in_ms,permissions_validity_in_ms,rpc_max_threads,truncate_request_timeout_in_ms,stream_throughput_outbound_megabits_per_sec,memtable_offheap_space_in_mb,PERF
20.0,31230.0,200.0,721.0,147.0,0.44627107459233545,850.0,102.0,2604.0,4.0,80.0,20.0,52.0,20983.0,10941.0,110.0,2565.0,137.0,64.0,100.0,12.0,3402.0,2527.0,4629.0,1317.0,36934.0,967.0,1599.0,2045.82651391
20.0,21022.0,1284.0,100.0,30.0,1.0,1978.0,4559.0,2518.0,7.0,2223.0,625.0,59.0,2200.0,24629.0,1000.0,5.0,140.0,2511.0,100.0,2.0,2959.0,5425.0,3061.0,1093.0,48265.0,848.0,1347.0,1298.86998311
3353.0,6470.0,568.0,752.0,142.0,0.5320856226976551,749.0,428.0,403.0,17.0,656.0,98.0,42.0,20346.0,7511.0,1000.0,2914.0,164.0,2378.0,386.0,7.0,2267.0,1743.0,2239.0,1126.0,12637.0,934.0,1151.0,1319.7835555
3363.0,14823.0,512.0,679.0,139.0,0.5473344276576938,864.0,450.0,941.0,13.0,654.0,98.0,35.0,17153.0,8818.0,601.0,2614.0,153.0,2371.0,380.0,10.0,1787.0,2270.0,2110.0,1349.0,14929.0,701.0,1025.0,1305.65347957
3360.0,14761.0,536.0,720.0,136.0,0.4048775113286997,890.0,446.0,1183.0,13.0,661.0,98.0,37.0,13803.0,8706.0,697.0,2627.0,170.0,2361.0,377.0,11.0,1998.0,2178.0,2544.0,1105.0,13389.0,644.0,1137.0,1303.61100248
3381.0,31394.0,369.0,1121.0,136.0,0.5246060563153088,871.0,401.0,427.0,2.0,738.0,104.0,60.0,40167.0,8014.0,173.0,2426.0,139.0,2415.0,398.0,28.0,1392.0,900.0,1600.0,1253.0,26710.0,100.0,1606.0,1303.27121074
3360.0,14783.0,505.0,680.0,139.0,0.2693846151306155,951.0,438.0,1367.0,12.0,662.0,98.0,32.0,19241.0,9947.0,322.0,2722.0,149.0,2378.0,384.0,9.0,1780.0,2316.0,2979.0,1402.0,15579.0,668.0,1188.0,1298.36406128
3363.0,13227.0,544.0,847.0,136.0,0.2702194088051605,730.0,441.0,879.0,13.0,659.0,101.0,13.0,12004.0,6018.0,10.0,2606.0,141.0,2372.0,383.0,2.0,1487.0,1685.0,1600.0,1553.0,14413.0,348.0,869.0,1297.01686122
3358.0,9897.0,539.0,721.0,150.0,0.472262241897967,804.0,436.0,877.0,12.0,654.0,97.0,40.0,18889.0,9260.0,655.0,2984.0,158.0,2372.0,383.0,10.0,2192.0,2180.0,2444.0,1082.0,13473.0,729.0,1164.0,1294.16332341
3356.0,15420.0,475.0,602.0,144.0,0.2264548588251014,817.0,440.0,1706.0,16.0,673.0,101.0,21.0,19613.0,11108.0,479.0,2478.0,151.0,2384.0,382.0,4.0,1726.0,2359.0,2934.0,1619.0,18589.0,692.0,1103.0,1293.49372656
