write_request_timeout_in_ms,read_request_timeout_in_ms,commitlog_total_space_in_mb,key_cache_size_in_mb,commitlog_segment_size_in_mb,dynamic_snitch_badness_threshold,index_summary_capacity_in_mb,key_cache_save_period,file_cache_size_in_mb,thrift_framed_transport_size_in_mb,memtable_heap_space_in_mb,concurrent_writes,index_summary_resize_interval_in_minutes,commitlog_sync_period_in_ms,range_request_timeout_in_ms,rpc_min_threads,batch_size_warn_threshold_in_kb,concurrent_reads,column_index_size_in_kb,dynamic_snitch_update_interval_in_ms,memtable_flush_writers,request_timeout_in_ms,cas_contention_timeout_in_ms,permissions_validity_in_ms,rpc_max_threads,truncate_request_timeout_in_ms,stream_throughput_outbound_megabits_per_sec,memtable_offheap_space_in_mb,PERF
17308.0,188411.0,1061.0,6735.0,1458.0,0.43567414803589394,6217.0,1397.0,11638.0,2.0,2439.0,1539.0,27.0,68399.0,239751.0,329.0,39838.0,1254.0,41076.0,1534.0,11.0,16171.0,12585.0,12568.0,2631.0,191518.0,4106.0,14616.0,1255.4626
128291.0,167071.0,5315.0,13905.0,254.0,0.2764599154749703,4731.0,8348.0,1183.0,15.0,8956.0,2757.0,42.0,189504.0,119807.0,398.0,82732.0,1808.0,40584.0,16936.0,10.0,9541.0,18083.0,23659.0,3769.0,157920.0,4194.0,9606.0,1208.588
99030.0,46965.0,13640.0,8405.0,176.0,0.05064077854104432,2136.0,562.0,13021.0,24.0,13204.0,3734.0,22.0,52411.0,18177.0,599.0,55927.0,780.0,52828.0,9831.0,11.0,8722.0,21145.0,12664.0,1475.0,29501.0,1277.0,12754.0,1256.2782
2718.0,17559.0,14168.0,2976.0,1765.0,0.9134158868723949,10080.0,4678.0,8428.0,28.0,10305.0,1066.0,3.0,128755.0,31077.0,621.0,15899.0,147.0,20427.0,5932.0,3.0,8236.0,3355.0,20738.0,3296.0,215436.0,6902.0,9543.0,1244.979
102246.0,35648.0,7026.0,6972.0,402.0,0.22657116320407575,10871.0,56.0,12016.0,5.0,5671.0,2726.0,54.0,37895.0,6058.0,114.0,48943.0,1967.0,348.0,13126.0,5.0,8602.0,11733.0,6936.0,1220.0,120637.0,3224.0,12806.0,1204.4604
69035.0,52138.0,11234.0,9689.0,701.0,0.43365720494013504,12230.0,2946.0,1372.0,26.0,4340.0,2264.0,23.0,239980.0,235671.0,517.0,61084.0,1769.0,39818.0,9644.0,9.0,11788.0,24291.0,3515.0,1469.0,37879.0,198.0,4277.0,1287.6849
40756.0,11926.0,4192.0,243.0,627.0,0.08503033915776215,898.0,7742.0,12650.0,2.0,11693.0,418.0,54.0,55232.0,138578.0,438.0,47886.0,1839.0,6606.0,13583.0,20.0,9953.0,3911.0,14479.0,2275.0,19254.0,5159.0,13843.0,1200.1365
85903.0,36740.0,1369.0,9453.0,1231.0,0.9771753994045428,5252.0,11457.0,9298.0,24.0,366.0,1315.0,19.0,85618.0,12395.0,503.0,75875.0,1310.0,15073.0,13155.0,24.0,2947.0,19440.0,3739.0,1907.0,214046.0,110.0,11890.0,1296.6051
198260.0,232591.0,2726.0,7697.0,1085.0,0.6877461616170939,13074.0,12661.0,3639.0,9.0,4786.0,2342.0,60.0,228003.0,128300.0,225.0,18543.0,125.0,57952.0,549.0,26.0,17285.0,11484.0,2202.0,2219.0,43572.0,4432.0,2410.0,1269.0533
142381.0,73335.0,13475.0,4610.0,1239.0,0.004170898016407798,12681.0,8918.0,13997.0,27.0,9882.0,1221.0,44.0,19152.0,59117.0,128.0,37087.0,536.0,29620.0,3299.0,10.0,8078.0,22284.0,14917.0,2981.0,130922.0,6485.0,9804.0,1236.2603
