write_request_timeout_in_ms,read_request_timeout_in_ms,commitlog_total_space_in_mb,key_cache_size_in_mb,commitlog_segment_size_in_mb,dynamic_snitch_badness_threshold,index_summary_capacity_in_mb,key_cache_save_period,file_cache_size_in_mb,thrift_framed_transport_size_in_mb,memtable_heap_space_in_mb,concurrent_writes,index_summary_resize_interval_in_minutes,commitlog_sync_period_in_ms,range_request_timeout_in_ms,rpc_min_threads,batch_size_warn_threshold_in_kb,concurrent_reads,column_index_size_in_kb,dynamic_snitch_update_interval_in_ms,memtable_flush_writers,request_timeout_in_ms,cas_contention_timeout_in_ms,permissions_validity_in_ms,rpc_max_threads,truncate_request_timeout_in_ms,stream_throughput_outbound_megabits_per_sec,memtable_offheap_space_in_mb,PERF
39956.0,114503.0,3362.0,10710.0,1521.0,0.05099268909046235,4803.0,1689.0,2168.0,24.0,518.0,1193.0,29.0,95368.0,35856.0,153.0,21318.0,561.0,5708.0,8518.0,12.0,22743.0,900.0,7034.0,1765.0,54306.0,1811.0,8120.0,1361.843017578125
35871.0,127904.0,2575.0,10444.0,1505.0,0.09163708585111964,5470.0,1591.0,2083.0,19.0,501.0,1537.0,28.0,93666.0,38100.0,184.0,21203.0,832.0,5277.0,7739.0,12.0,20778.0,900.0,6191.0,1944.0,76550.0,2762.0,8456.0,1360.3712158203125
32018.0,137765.0,1993.0,9997.0,1477.0,0.13786791427432354,5859.0,1668.0,2119.0,15.0,674.0,1773.0,27.0,91286.0,39567.0,228.0,21498.0,1028.0,5155.0,7387.0,11.0,18883.0,1462.0,5663.0,2059.0,95353.0,3484.0,8873.0,1360.25
26131.0,170027.0,491.0,8732.0,1358.0,0.2351278401769636,7479.0,1484.0,1931.0,6.0,693.0,2483.0,27.0,89696.0,39640.0,311.0,20041.0,1603.0,4707.0,5595.0,11.0,14592.0,2964.0,3796.0,2499.0,153972.0,5599.0,9250.0,1360.230224609375
29958.0,148796.0,1592.0,9418.0,1416.0,0.17231102183232794,6399.0,1773.0,2047.0,12.0,627.0,1992.0,27.0,90968.0,39413.0,261.0,20892.0,1205.0,5240.0,6797.0,12.0,17371.0,1629.0,5173.0,2194.0,116748.0,4155.0,8950.0,1359.9757080078125
30694.0,155668.0,1318.0,9115.0,1350.0,0.18767552988207584,6888.0,1644.0,2091.0,11.0,680.0,2134.0,29.0,93406.0,40208.0,267.0,20691.0,1311.0,5072.0,6216.0,12.0,16815.0,1314.0,4772.0,2310.0,126901.0,4499.0,8783.0,1359.6160888671875
29002.0,160276.0,1123.0,8897.0,1332.0,0.20522562135603228,7074.0,1748.0,2063.0,10.0,655.0,2235.0,28.0,92606.0,40425.0,285.0,20502.0,1393.0,5120.0,6007.0,12.0,16032.0,1703.0,4568.0,2359.0,136191.0,4807.0,8899.0,1359.6160888671875
31654.0,156498.0,1423.0,8902.0,1317.0,0.1868564205435748,6981.0,1717.0,2077.0,12.0,644.0,2114.0,30.0,94499.0,39985.0,269.0,20588.0,1296.0,5267.0,6142.0,12.0,16860.0,900.0,4891.0,2315.0,129007.0,4462.0,8636.0,1359.1944580078125
34108.0,157248.0,1450.0,8667.0,1282.0,0.1832194909208412,7190.0,1544.0,2108.0,13.0,785.0,2086.0,31.0,96297.0,41406.0,266.0,21380.0,1279.0,5227.0,6072.0,12.0,17045.0,900.0,5053.0,2333.0,128375.0,4401.0,8479.0,1359.1605224609375
36995.0,163260.0,1581.0,8043.0,1165.0,0.1842372551501075,7722.0,1654.0,2051.0,14.0,622.0,2123.0,35.0,100744.0,41175.0,266.0,20738.0,1303.0,5608.0,5476.0,13.0,16979.0,900.0,5103.0,2413.0,139059.0,4496.0,7949.0,1358.2088623046875
