write_request_timeout_in_ms,read_request_timeout_in_ms,commitlog_total_space_in_mb,key_cache_size_in_mb,commitlog_segment_size_in_mb,dynamic_snitch_badness_threshold,index_summary_capacity_in_mb,key_cache_save_period,file_cache_size_in_mb,thrift_framed_transport_size_in_mb,memtable_heap_space_in_mb,concurrent_writes,index_summary_resize_interval_in_minutes,commitlog_sync_period_in_ms,range_request_timeout_in_ms,rpc_min_threads,batch_size_warn_threshold_in_kb,concurrent_reads,column_index_size_in_kb,dynamic_snitch_update_interval_in_ms,memtable_flush_writers,request_timeout_in_ms,cas_contention_timeout_in_ms,permissions_validity_in_ms,rpc_max_threads,truncate_request_timeout_in_ms,stream_throughput_outbound_megabits_per_sec,memtable_offheap_space_in_mb,PERF
10708,7345,200,1736,291,0,100,10,8059,28,1148,20,60,67791,2000,32,5843,256,4224,2614,28,1000,900,7113,1149,2000,300,1588,1236.39960435
10498,11650,480,1671,213,0,228,10,4561,28,1158,20,58,62026,2000,19,6229,263,5139,1563,25,1000,1389,6409,1048,2000,340,1854,1203.22464204
11220,9498,200,1599,231,0.08152736005239142,433,10,6150,28,1210,20,60,47779,2000,10,6267,118,4027,2564,26,1000,1357,5792,1304,2000,304,1422,1219.06619529
11187,13062,200,1876,296,0,100,10,8360,28,787,20,60,93575,2000,10,5781,255,5255,2527,28,1000,900,6569,1048,2000,100,1929,1264.38234922
12063,14934,200,2048,358,0,100,10,11763,28,510,20,60,113568,2000,10,5469,180,5253,3238,28,1000,900,6662,1065,2000,100,1849,1277.13920817
10097,11375,1164,1763,111,0.6501142801450743,100,10,3611,16,1378,248,39,22646,16792,10,5981,31,4141,1860,25,5497,3226,6459,1048,14768,196,1412,1288.32775058
10130,11004,1102,1751,110,0.6428481542765764,127,10,3609,16,1360,240,39,21675,15785,10,5948,31,4173,1789,24,5285,3138,6322,1048,14493,191,1402,1243.47177319
10000,11234,1340,1815,115,0.7454856468671787,100,10,3718,14,1442,264,39,24908,19673,10,6003,31,3982,2124,25,6064,3428,6747,1048,19170,199,1419,1282.70908158
9607,19584,1809,1990,138,0.9769559211874476,1385,10,1602,6,1685,302,19,21289,22942,10,6543,31,2752,3697,28,10268,4741,10832,1048,21437,498,1825,1289.32439402
10240,12514,864,1697,109,0.5472821924505847,583,10,2987,18,1296,216,34,15993,10906,10,5994,31,4193,1634,25,5057,3012,6571,1048,8482,243,1470,1268.23081801
12475,15946,1519,822,53,0,260,4203,2778,28,1596,1095,60,2200,67034,664,3426,31,372,6101,17,1000,2357,1988,3276,49395,617,641,1223.54092744
15924,63330,4160,100,30,0,100,14400,15000,28,2957,3800,60,2200,250000,1000,5,31,64,22348,4,1000,900,1600,3800,194810,1126,200,1278.11860941
8827,20,223,2486,247,1,749,10,250,2,883,20,2,45891,2000,10,8401,687,9281,100,27,11819,976,7649,1048,2000,160,2974,1267.42712294
9560,20,1303,2338,251,1,915,10,250,2,1315,20,2,35658,2000,10,6460,498,7432,100,19,6330,1889,7870,1048,3382,100,2907,1252.19133484
7003,20,819,3706,421,1,1364,10,250,2,961,20,2,90219,2000,10,9502,1121,13959,100,24,17324,1611,12893,1048,2000,100,4919,1271.29417747
10625,7456,1617,1009,147,0.3455719237296103,486,10,1869,23,1019,20,47,10634,27596,10,4236,265,2947,2421,22,6157,1670,1600,1048,2000,189,1318,1229.10521141
9616,6294,2022,1101,191,0,722,10,1953,28,730,20,60,3965,56948,10,3034,563,2653,4278,20,11288,3229,1600,1048,2000,294,1789,1235.48307388
10352,7461,1727,1052,158,0.18281652224016376,546,10,1856,27,928,20,53,9694,37489,10,3939,376,2926,3140,21,7562,2233,1600,1048,2000,251,1490,1253.60411182
10712,8997,1532,1064,136,0.3505338070803842,478,10,1652,23,1003,20,45,16647,30226,10,4556,339,3161,3102,20,5555,1991,1600,1048,2000,305,1447,1268.5525815
10098,7843,1792,1100,165,0.04159469286915041,618,10,1767,28,840,20,57,11041,46184,10,3766,487,2919,3961,19,8710,2785,1600,1048,2000,329,1678,1267.10593006
10579,7867,355,968,96,0.12064465765288693,100,10,2975,23,1189,20,56,21183,7445,10,6080,429,2559,496,21,3394,2089,5325,1048,2000,150,1316,1269.84126984
10559,7873,240,975,91,0.0073865718396294855,100,10,3154,25,1176,20,60,22235,6903,10,6190,463,2519,295,20,3377,2099,6010,1048,2000,133,1332,1281.55837498
9658,6524,702,994,63,0.10870452312426637,859,10,3221,23,1077,20,60,18551,18087,10,6052,261,3174,100,18,2487,3049,7179,1048,2000,100,1318,1208.75135985
