write_request_timeout_in_ms,read_request_timeout_in_ms,commitlog_total_space_in_mb,key_cache_size_in_mb,commitlog_segment_size_in_mb,dynamic_snitch_badness_threshold,index_summary_capacity_in_mb,key_cache_save_period,file_cache_size_in_mb,thrift_framed_transport_size_in_mb,memtable_heap_space_in_mb,concurrent_writes,index_summary_resize_interval_in_minutes,commitlog_sync_period_in_ms,range_request_timeout_in_ms,rpc_min_threads,batch_size_warn_threshold_in_kb,concurrent_reads,column_index_size_in_kb,dynamic_snitch_update_interval_in_ms,memtable_flush_writers,request_timeout_in_ms,cas_contention_timeout_in_ms,permissions_validity_in_ms,rpc_max_threads,truncate_request_timeout_in_ms,stream_throughput_outbound_megabits_per_sec,memtable_offheap_space_in_mb,PERF
30727,20,1392,542,281,0,4316,1767,250,2,80,467,60,9317,35041,10,2692,31,64,11677,7,1000,900,8574,1874,29546,726,1324,1233.04562269
27707,56144,936,2905,110,1,100,10,3613,28,2627,20,2,27064,2000,275,10294,1594,19582,100,28,5960,7673,1600,1048,2000,354,200,1253.13283208
54780,20,2259,100,297,0,5389,2878,250,2,80,757,60,7297,32923,10,2608,31,64,14716,2,1000,900,9286,1731,33047,853,727,1233.349778
36767,20,2200,465,246,0.015770237780391938,2894,2057,250,3,581,298,60,11789,32475,10,3687,31,64,10158,6,1649,900,7285,1601,27631,734,200,1239.77188197
30682,20,1395,100,306,0,5153,2592,250,2,80,455,60,10103,23685,10,1152,31,64,12917,7,2742,900,9371,1825,26615,785,608,1233.6540834
20,250000,11942,100,30,0,100,10,11021,28,80,20,2,76499,250000,10,5,31,60000,100,2,5982,25000,10287,1048,250000,100,12612,1233.349778
95289,20,200,4463,425,1,15000,4694,250,9,11737,1696,22,2892,2000,1000,8478,904,64,15391,21,3130,900,1600,3800,2000,1085,200,1298.7012987
48265,20,200,3872,368,1,11710,2220,250,18,6269,526,18,8718,2000,999,6351,633,5603,9801,17,6053,900,1600,3800,2000,791,385,1253.60411182
60350,20,200,4113,389,1,12641,2482,250,17,7430,820,12,7541,2000,1000,6325,689,6755,10034,19,5428,900,1600,3800,2000,867,573,1204.09391933
46808,20,851,1256,294,0.7254482980885266,4992,1872,250,10,3348,860,26,11859,6540,529,4790,238,1410,4271,18,2716,900,1600,2879,2000,741,521,1254.2330365
20,20,2270,100,55,1,1311,10,5319,28,80,20,2,5605,2000,10,4589,499,64,674,2,7178,900,1600,1109,33458,772,200,1246.5719272
20,20,1614,100,102,1,504,10,2513,28,679,20,13,9631,2000,10,4035,215,1665,923,10,5201,900,1600,1048,22467,682,200,1219.66093426
20,20,2074,100,77,1,1019,10,4161,28,274,20,2,7198,2000,10,4543,386,64,1368,6,5962,900,1600,1065,30117,749,200,1200.48019208
20,20,1535,100,99,1,699,10,2796,28,644,20,12,9435,2000,10,4104,268,1015,663,10,5273,900,1600,1069,23578,705,200,1269.84126984
723,20,1035,100,107,1,243,10,1818,24,709,126,16,11015,9518,10,3271,151,2410,100,10,5950,900,1600,1101,15829,627,200,1284.68653649
101255,29230,1981,569,151,1,100,2347,2664,11,1668,176,28,11106,26859,10,967,427,17653,100,14,7368,900,4344,1048,16012,565,200,1272.5884449
34421,15473,1332,100,122,0.5774300564303545,100,609,1635,10,80,237,31,12417,13420,10,3253,198,3640,1248,17,2010,900,1891,1048,9540,592,347,1218.02679659
53815,19252,1548,231,131,0.7058794651234594,100,1094,1933,11,467,236,30,12026,17013,10,2598,274,7852,100,16,3534,900,2666,1048,11438,581,200,1255.33517449
69899,22693,1686,339,138,0.8121084075232285,100,1526,2181,11,878,211,29,11718,20455,10,2043,323,11130,100,15,4842,900,3217,1048,12988,577,200,1290.32258065
48540,18426,1457,156,128,0.6688265938387393,100,992,1853,10,352,215,30,12152,16484,10,2767,238,6529,100,17,3146,900,2390,1048,10940,588,200,1239.46455131
23599,19812,2126,700,93,0.5013920872991153,1585,634,250,5,2239,20,44,11790,10435,401,2000,592,1251,1058,15,6508,900,1600,1085,14420,637,2000,1262.94518818
24309,18863,2258,637,89,0.4865969110591719,1515,682,250,5,2332,20,46,11662,10272,423,1771,622,709,1168,15,6943,1038,1600,1078,14498,641,2155,1243.00807955
38185,1470,5024,100,30,0.1691589639591079,185,1722,250,2,4020,20,60,9125,7009,901,5,1159,64,3696,17,15433,3840,1600,1048,15772,723,5044,1303.7809648
23002,20611,1993,751,97,0.5142258518868734,1654,588,250,6,2152,20,43,11901,10619,381,2214,569,1758,936,15,6098,900,1600,1090,14323,633,1860,1252.8188424
20855,23207,1551,909,107,0.5656612157871275,1857,419,250,9,1902,84,38,12295,11127,303,2881,490,3516,515,14,4789,900,1600,1114,14149,620,1425,1196.744854
