write_request_timeout_in_ms,read_request_timeout_in_ms,commitlog_total_space_in_mb,key_cache_size_in_mb,commitlog_segment_size_in_mb,dynamic_snitch_badness_threshold,index_summary_capacity_in_mb,key_cache_save_period,file_cache_size_in_mb,thrift_framed_transport_size_in_mb,memtable_heap_space_in_mb,concurrent_writes,index_summary_resize_interval_in_minutes,commitlog_sync_period_in_ms,range_request_timeout_in_ms,rpc_min_threads,batch_size_warn_threshold_in_kb,concurrent_reads,column_index_size_in_kb,dynamic_snitch_update_interval_in_ms,memtable_flush_writers,request_timeout_in_ms,cas_contention_timeout_in_ms,permissions_validity_in_ms,rpc_max_threads,truncate_request_timeout_in_ms,stream_throughput_outbound_megabits_per_sec,memtable_offheap_space_in_mb,PERF
28113,13723,1362,974,170,0.22057452894483853,100,482,1307,19,1207,243,46,26714,16571,83,859,175,3031,1715,17,3347,2173,2547,1482,14999,3145,1781,1265.18218623
30552,12976,1333,1022,183,0.21318654127031675,100,366,1330,19,1211,243,46,27754,17148,84,338,174,3063,1644,17,3365,2248,2579,1487,15958,3239,1877,1169.7274535
133419,20,200,2985,799,0,100,10,2482,7,1292,302,60,93024,42020,95,5,130,4302,100,2,4249,6097,3244,1697,56823,8000,5502,1278.93592531
39188,10687,1201,1185,238,0.1707050444164936,100,10,1434,18,1215,250,48,34033,19256,85,5,170,3163,1311,16,3443,2597,2609,1503,19406,3709,2165,1272.75041364
97022,20,367,2285,590,0,100,10,2102,11,1256,286,60,72035,33296,91,5,146,3862,100,7,3958,4755,2952,1619,42401,6569,4153,1252.50501002
20,9952,200,1289,150,1,100,372,942,16,227,435,60,69275,27207,92,16872,174,1217,1874,27,1000,900,2768,1776,2000,368,4312,1253.9184953
44099,20,6149,100,787,0,14746,10,7358,28,4314,20,2,2200,2000,35,15318,166,9131,100,2,23996,8635,1600,1048,250000,1076,200,1261.19308866
20,1524,200,761,233,1,445,10,1434,18,125,349,60,50717,23587,92,16114,176,911,1149,25,1000,900,2340,1948,2000,346,3631,1224.88975992
20,15446,200,1618,97,1,100,650,625,15,297,489,60,81107,29462,92,17297,172,1418,2342,28,1000,1019,3027,1666,2000,382,4746,1278.44541038
20,8935,290,1040,177,0.8981935348874454,100,407,1262,17,452,374,60,56851,23308,89,16993,173,1669,1470,26,1000,1281,2570,1689,2000,410,3084,1283.6970475
89135,20,539,1503,30,0,100,10,250,28,330,635,21,2200,40263,90,5,164,6677,2916,28,1109,900,3474,3800,66792,656,4632,1215.80547112
73753,2522,200,1048,30,0.12375402668104837,100,10,250,26,917,533,31,2200,32828,89,5,166,5665,2894,27,2446,900,3244,3800,39317,752,3934,1268.5525815
31801,20,200,511,30,0.09049415232373668,473,185,897,19,488,413,38,2200,21673,85,277,159,3761,703,27,1931,900,3607,3323,22030,766,3191,1268.23081801
39117,20,205,617,30,0.025001626338066598,143,10,792,19,352,449,36,2200,24350,85,5,157,4158,849,28,1718,900,3611,3692,28597,768,3663,1227.7470841
27344,2834,242,502,30,0.14617583164078612,661,581,856,20,618,390,39,10012,20088,84,803,162,3529,682,25,2005,900,3625,3092,19582,735,2611,1294.49838188
107614,30483,200,299,171,0.46462131932827033,852,2443,250,2,455,191,60,2200,27181,80,17005,131,12588,530,21,4944,2994,1600,1048,59418,100,11605,1213.88686574
80887,12480,305,1201,207,0.5276406324719095,1709,2500,250,11,490,247,60,2200,17132,83,13384,156,6483,1291,14,4134,4305,1600,1048,28789,237,5711,1295.50459904
127010,30603,200,370,212,0.518237474523191,1305,3045,250,2,384,165,60,2200,28514,80,21673,125,13906,397,19,5497,3521,1600,1048,68748,100,13187,1276.65007022
96560,25403,215,509,165,0.4764837311392952,964,2352,250,3,465,214,60,2200,24432,81,15193,139,10678,818,19,4598,3273,1600,1048,49213,121,9697,1208.4592145
20,20,1302,1972,71,0.3426606111365368,664,10,3536,28,885,428,2,250000,2000,89,5,215,64,2716,13,1000,3352,6845,1646,2000,881,200,1227.8978389
