write_request_timeout_in_ms,read_request_timeout_in_ms,commitlog_total_space_in_mb,key_cache_size_in_mb,commitlog_segment_size_in_mb,dynamic_snitch_badness_threshold,index_summary_capacity_in_mb,key_cache_save_period,file_cache_size_in_mb,thrift_framed_transport_size_in_mb,memtable_heap_space_in_mb,concurrent_writes,index_summary_resize_interval_in_minutes,commitlog_sync_period_in_ms,range_request_timeout_in_ms,rpc_min_threads,batch_size_warn_threshold_in_kb,concurrent_reads,column_index_size_in_kb,dynamic_snitch_update_interval_in_ms,memtable_flush_writers,request_timeout_in_ms,cas_contention_timeout_in_ms,permissions_validity_in_ms,rpc_max_threads,truncate_request_timeout_in_ms,stream_throughput_outbound_megabits_per_sec,memtable_offheap_space_in_mb,PERF
20,20,1681,100,93,0,100,2961,697,2,6083,20,33,2200,2000,10,64256,113,4578,2996,28,13247,900,8069,1926,53958,252,8642,1286.83567108
20,13653,1737,187,128,0.44154117268292603,690,1432,1601,9,2982,219,28,11080,4994,10,13478,150,4279,1645,20,4909,1292,5149,1354,16647,311,1981,1288.16179312
20,20,1129,1077,79,0,100,6734,250,2,10109,20,60,21517,2000,10,100000,31,4827,3633,28,18571,900,14896,2271,130156,100,15000,1216.10117962
20,20,1053,6301,30,0,100,12562,2899,2,12539,20,2,25803,2000,10,100000,83,4601,3716,28,19378,3026,16360,3448,96203,357,15000,1262.46686024
20,3182,1573,275,125,0.023963142829230732,100,2250,250,9,4329,20,47,17950,2000,10,38666,78,4397,1986,28,7438,900,7330,1436,45401,217,5826,1264.86213003
28015,13291,1604,770,106,0.9167076389639185,1775,790,250,7,80,33,18,33789,14817,10,5,31,4201,1429,25,2858,3622,1973,1602,32603,153,412,1268.23081801
19543,13402,1652,768,106,0.6817534475716296,1276,1353,250,8,80,136,24,23795,7012,10,5,31,4061,1603,25,2963,4907,2631,1538,35919,245,766,1222.64335493
10690,11850,1647,580,112,0.5280653380089644,967,1660,760,8,359,176,26,23372,7003,10,980,38,4134,1721,20,3083,4196,3756,1368,28549,309,909,1205.83624744
12380,12809,1669,689,109,0.5202328003839752,939,1717,250,9,80,195,28,19573,3765,10,1410,31,4034,1723,23,3074,5152,3380,1441,34214,310,971,1269.03553299
13676,12866,1661,700,108,0.5569786223164166,1029,1618,250,9,80,180,27,20148,4684,10,120,31,4046,1709,23,3024,4989,3227,1453,33970,295,931,1265.98303583
6136,10043,1686,100,123,0.45088842947676927,1163,862,304,8,80,116,26,15457,12309,232,7071,73,4324,1848,15,3892,900,3126,1267,16745,355,751,1207.87534726
8767,5984,1765,403,125,0.302530038725187,1840,1591,1834,12,181,20,33,13259,5717,10,9645,31,4337,2760,21,2072,900,2188,1128,27827,408,544,1263.26427489
8538,6371,1758,346,125,0.317719193207517,1775,1518,1690,11,122,20,33,13418,6340,10,9386,31,4335,2676,20,2248,900,2273,1141,26778,403,565,1278.44541038
6932,8732,1710,100,124,0.4026837016948804,1380,1101,779,9,80,20,29,14641,10268,52,7852,58,4327,2145,17,3303,900,2825,1224,20357,371,695,1237.77695259
6086,10137,1683,100,123,0.45263287031249994,1150,842,253,8,80,183,26,15565,12635,247,7044,74,4326,1822,15,3939,900,3155,1271,16466,353,758,1204.96445355
16199,9892,1653,452,132,0.3450891820137082,1314,1587,250,5,650,69,28,30773,2000,10,6228,31,4773,1342,27,3233,1244,1600,1126,19785,203,384,1259.76316453
27139,7681,1680,733,148,0.006229214099525038,1837,2567,250,2,80,79,36,64559,2000,10,11434,31,5231,671,28,2682,2042,1600,1152,16270,187,200,1270.00254001
15932,7835,1482,3345,199,0.45334861955080386,1831,2869,250,2,80,93,24,97579,19532,10,3503,31,6659,1118,28,1882,1887,1600,1228,17365,100,1259,1268.23081801
20,26356,1738,100,30,1,100,10,12284,28,8627,46,2,2200,2000,1000,5,1396,64,5162,2,8469,900,15912,1048,48607,767,1199,1232.5896709
29406,2759,1724,2005,188,0,2644,3560,250,2,80,20,36,107529,11998,10,11873,31,5986,283,28,1624,5893,1600,1317,2000,288,200,1231.07226394
28061,10638,1866,100,125,0.9899279505414583,320,179,250,15,80,172,15,9195,2000,259,5,31,4171,1717,13,1750,3776,2935,1339,16655,376,200,1254.70514429
20,26978,523,10477,96,0,14660,8203,15000,2,15000,317,60,250000,250000,1000,23683,606,6099,2457,2,25000,14734,1600,1048,2000,100,15000,1261.51129053
30493,9508,1913,100,122,1,100,58,250,16,80,140,2,2200,2000,77,5,31,4135,1845,16,1000,1683,3991,1392,19137,439,200,1234.8728081
23179,10921,1819,100,119,0.8786272933861204,193,518,250,13,80,153,8,2200,2000,212,5,31,4353,1993,14,2039,1803,3002,1321,16850,401,200,1192.7480916
27946,11172,1875,100,129,1,200,10,250,13,80,201,4,3759,2000,414,2501,31,4265,1736,11,1000,3957,3101,1345,15581,455,200,1243.78109453
20,6048,1387,1055,126,1,100,10,3132,28,654,20,40,3873,2000,10,10398,198,4502,2837,14,4988,2454,2316,1586,29523,580,1905,1275.51020408
20,20,858,2011,121,1,100,10,3712,28,375,20,35,2200,2000,10,27640,447,4456,4509,3,8841,3034,2153,1994,38447,1018,3304,1258.17815803
120324,35815,3290,100,147,0,7535,1941,250,2,80,1030,2,81355,35229,1000,5,31,5087,100,17,1000,900,3677,1048,2000,100,200,1186.09892065
20,20,842,1757,130,1,100,10,4639,28,80,20,12,24399,15940,10,45770,465,4192,4136,3,15878,1936,1600,2172,31839,1458,4160,1243.93581291
20,20,200,15000,54,1,100,10,15000,28,7152,20,55,219365,2000,10,100000,2000,9411,25000,2,25000,25000,1600,3800,191124,7597,15000,1263.26427489
62788,15127,1331,100,134,1,1485,10,2292,28,80,686,55,41810,2000,128,14666,1999,4188,1833,11,5490,2580,1600,1134,2000,206,615,1289.32439402
67447,17544,1201,100,111,0.9619041477342148,2305,10,855,28,80,554,60,67183,2000,95,16295,1938,4274,1106,17,2794,6097,1600,1079,2000,235,2053,1262.30749811
63497,15837,1370,100,131,1,1406,10,2820,28,80,791,50,43577,2000,116,11921,2000,4308,1464,8,4203,4451,1600,1136,2000,180,648,1256.75505844
250000,45308,1180,100,348,1,3920,10,15000,28,8002,3800,60,250000,2000,1000,61900,2000,2273,6125,2,25000,900,1600,1740,2000,100,200,1254.54773554
75563,18038,1271,100,118,1,2172,10,2295,28,230,805,60,69109,2000,107,13415,2000,4361,999,12,2773,7112,1600,1097,2000,158,1718,1261.67045168
13099,8724,1490,100,116,0.8536665123751553,924,10,433,14,780,20,23,14554,10429,37,7378,143,4056,1322,9,3470,900,1935,1108,10858,408,200,1295.16901956
13546,8299,1488,100,114,0.9300649725525556,874,10,265,14,963,20,23,16582,10694,36,8191,163,4076,1227,9,3444,900,1786,1110,11207,416,200,1265.98303583
